"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status"
"https://www.bettersleep.com/img/thank_you_bird.png","image/png","103148","1","Indexable",""
"https://www.bettersleep.com/img/icn_correct.svg","image/svg+xml","489","1","Indexable",""
"https://www.bettersleep.com/img/icn_avoid.svg","image/svg+xml","511","1","Indexable",""
"https://www.bettersleep.com/relaxmelodies.com/img/thank_you_bird.png","image/png","103148","1","Indexable",""
