"Address","PSI Status","PSI Error","Performance Score","First Contentful Paint Time (ms)","Speed Index Time (ms)","Largest Contentful Paint Time (ms)","Time to Interactive (ms)","Total Blocking Time (ms)","Cumulative Layout Shift","Total Size Savings (Bytes)","Total Time Savings (ms)","Total Requests","Total Page Size (Bytes)","HTML Size (Bytes)","HTML Count","Image Size (Bytes)","Image Count","CSS Size (Bytes)","CSS Count","JavaScript Size (Bytes)","JavaScript Count","Font Size (Bytes)","Font Count","Media Size (Bytes)","Media Count","Other Size (Bytes)","Other Count","Third Party Size (Bytes)","Third Party Count","Core Web Vitals Assessment","CrUX First Contentful Paint Time (ms)","CrUX First Input Delay Time (ms)","CrUX Largest Contentful Paint Time (ms)","CrUX Cumulative Layout Shift","Eliminate Render-Blocking Resources Savings (ms)","Defer Offscreen Images Savings (ms)","Efficiently Encode Images Savings (ms)","Properly Size Images Savings (ms)","Minify CSS Savings (ms)","Minify JavaScript Savings (ms)","Reduce Unused CSS Savings (ms)","Reduce Unused JavaScript Savings (ms)","Serve Images in Next-Gen Formats Savings (ms)","Enable Text Compression Savings (ms)","Preconnect to Required Origins Savings (ms)","Server Response Times (TTFB) (ms)","Multiple Redirects Savings (ms)","Preload Key Requests Savings (ms)","Use Video Format for Animated Images Savings (ms)","Total Image Optimization Savings (ms)","Avoid Serving Legacy JavaScript to Modern Browsers Savings (Bytes)","Image Elements Do Not Have Explicit Width & Height","Avoid Large Layout Shifts"
"https://www.columbusrecoverycenter.com/contact-us/","Success","","28","3090.000","9277.558","4726.000","29758.000","10122.500","0.000","1213668","7245","208","3517068","84955","9","486484","16","245763","41","2545060","121","120094","4","0","0","34712","17","3037682","172","","","","","","1009","750","0","150","150","300","750","2980","750","0","0","266","0","0","0","1650","40979","6 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/ohio-rehab/akron/","Success","","34","3090.000","6888.916","4540.000","19441.000","2439.000","0.021","801940","5910","171","2630193","57572","7","319726","13","118234","30","1988771","103","132069","5","0","0","13821","13","2144939","135","","","","","","1081","470","0","0","0","0","170","2570","300","0","0","1319","0","0","0","770","34307","6 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/treatment-programs/co-occurring-disorders/","Success","","43","2940.000","5851.673","3906.500","17283.500","1454.500","0.001","827513","6364","163","2371057","55043","6","360111","17","118236","30","1692456","93","132066","5","0","0","13145","12","1879470","124","","","","","","1878","1970","0","0","0","0","310","1930","170","0","0","106","0","0","0","2140","34405","7 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/admissions/pricing/","Success","","42","3090.000","5320.639","4131.000","16947.500","1383.000","0.023","769641","5270","160","2328294","51224","6","296453","13","118217","30","1689961","92","159314","7","0","0","13125","12","1847651","124","","","","","","1303","1650","0","0","0","0","250","1650","150","0","0","267","0","0","0","1800","34309","6 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/blog/how-long-does-coke-stay-in-system/","Success","","25","3630.000","6862.883","6843.000","20224.000","2327.000","0.001","1155098","7261","191","2889208","58436","6","536571","17","207949","40","1842127","110","230984","6","0","0","13141","12","2035226","125","","","","","","2532","1800","0","0","0","0","600","2060","150","0","0","119","0","0","0","1950","34305","7 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/blog/longevity-of-norco-in-the-body/","Success","","26","4230.000","6669.757","6623.000","20379.500","1673.500","0.001","972709","9594","193","2758477","57633","6","405780","19","207922","40","1843018","110","230982","6","0","0","13142","12","1902428","125","","","","","","2354","1950","0","340","0","0","940","3000","750","0","0","260","0","0","0","3040","34370","7 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/treatment-programs/medical-detox/","Success","","28","3930.000","8506.309","6375.000","20612.500","1272.500","0.000","1505282","11000","199","3147986","60199","6","772043","23","214924","41","1856699","111","230984","6","0","0","13137","12","2167693","125","","","","","","2868","3300","0","0","0","0","900","2150","1650","0","0","132","0","0","0","4950","34404","10 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/notice-privacy-practice/","Success","","37","3090.000","8184.631","4523.000","17219.500","1225.500","0.002","771020","7891","158","2304701","53954","6","295993","12","118237","30","1691323","93","132068","5","0","0","13126","12","1820107","121","","","","","","2072","1580","0","0","0","0","80","1930","80","0","0","2149","0","0","0","1660","34368","6 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/treatment-programs/multidisciplinary-approach/","Success","","36","3240.000","5596.698","4603.000","18127.500","1883.000","0.001","770854","4609","158","2315862","52828","6","295999","12","118218","30","1689959","92","145710","6","0","0","13148","12","1833618","122","","","","","","1412","1120","0","0","0","0","150","1670","0","0","0","257","0","0","0","1120","34351","6 resources found","5 elements found"
"https://www.columbusrecoverycenter.com/cdn-cgi/l/email-protection","Success","","100","818.000","818.000","818.000","818.000","0.000","0.000","0","20","2","6604","1799","1","0","0","4805","1","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","",""
