"Search Console - No GSC Data"
"Address","Status Code","Title 1","Indexability","Indexability Status","Clicks","Impressions","CTR","Position"
"https://clubs.scholastic.com/disney-movie-book-club%3A-mulan/9781368062251-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/steam-in-a-jar/82132W-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/dog-man%3A-brawl-of-the-wild/9781338236576-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/s/rco-us/classroomcampaign/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/4th-grade-2/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/james-and-the-giant-peach%3A-a-play/9781338588415-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/i-funny%3A-school-of-laughs/9780316508537-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/unicorn-face-diary/9781338607581-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bedtime-for-cranky-crab/9781338357967-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/a-wrinkle-in-time%3A-movie-edition/9781250153272-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/smile/9780545132060-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/i-love-unicorns-coloring-kit/9781789474473-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/sadako-and-the-thousand-paper-cranes/9780439168243-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/icy-pops-fruit-scented-puzzle-erasers/112079-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-adventures-of-beekle%3A-the-unimaginary-friend/9780545839815-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/dk-lego-dc-super-heroes-visual-dictionary/9781465475459-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/i-am-not-your-perfect-mexican-daughter/9781524700515-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/we-love-mario%21/9781783124473-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-parker-inheritance/9780545952781-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/stem-starters-zip-line-racers/TCR20878-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/children-of-the-world-memory-game/9781846865374-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/splat-the-cat-adventure-8-pack/9781338670929-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-nazi-hunters%3A-how-a-team-of-spies-and-survivors-captured-the-world’s-most-notorious-nazi/9780545796002-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/secret-stories-of-the-revolutionary-war/9781936310661-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/laugh-out-loud-read-alouds-5-pack/9781338701692-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/fall-favorites-book-and-cd-library/9781338366716-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/lots-of-love-listening-library/9781338559101-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bob-books%3A-sight-words-kindergarten-box-set/9780545019231-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/notes-on-a-roll%3A-sticky-note-set/1007803001-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/timelines/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/little-blue-truck-leads-the-way/9780544568051-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/camp/9781338661491-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/owl-diaries-%231–%236-pack/9781338288148-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/creepy-carrots%21/9780545780421-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-chronicles-of-narnia%3A-the-lion%2C-the-witch-and-the-wardrobe/9780545945783-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/ordinary-hazards/9781629798813-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/my-first-i-can-read%21™-8-pack/9781338701593-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/baby-bear-sees-blue/9781481415033-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-little-mouse%2C-the-red-ripe-strawberry%2C-and-the-big-hungry-bear/9780439388672-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/forest-world/9781338633665-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/birthday-donut-sticker-badges/CTP2172-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/scooby-doo%21™-beginner-mysteries%3A-monster-mutt-madness/9781496579706-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/lmno-peas/9780545390347-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/middle-school-2/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/national-geographic-kids™-science-reader-pack/9780545745338-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bedtime-2-pack/9781338687958-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/heart-and-soul%3A-the-story-of-america-and-african-americans/9780545722803-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/dino-phonics-game/LSP8970S-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/i-survived-the-nazi-invasion%2C-1944/9780545459389-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/merci-suárez-changes-gears/9780763690496-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/good-night-owl/9781338116540-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/love-that-dog/9780439569866-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-napping-house/9780545120432-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/keep-calm-and-be-happy-plus-ice-cream-squishy/9781338308211-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/student-rewards-and-incentives/","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/will-you-be-my-sunshine/9781680523140-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-complete-big-nate%2C-vol.-1/9781449482008-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/wide-book-bins/71126E06C-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/you’re-a-crab%21-a-moody-day-book/9781338297126-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/peppa-pig™-board-book-duo/9781338713848-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/magic-adding-and-subtracting/9781789508208-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/i-am-malala%3A-young-readers-edition/9780545902687-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bad-kitty-trio/9781338682953-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/value-packs/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/fidget-spinner/NOVFIDGE-rco-us.html","302","","Non-Indexable","Redirected","","","",""
