"Address","PSI Status","PSI Error","Performance Score","First Contentful Paint Time (ms)","Speed Index Time (ms)","Largest Contentful Paint Time (ms)","Time to Interactive (ms)","Total Blocking Time (ms)","Cumulative Layout Shift","Total Size Savings (Bytes)","Total Time Savings (ms)","Total Requests","Total Page Size (Bytes)","HTML Size (Bytes)","HTML Count","Image Size (Bytes)","Image Count","CSS Size (Bytes)","CSS Count","JavaScript Size (Bytes)","JavaScript Count","Font Size (Bytes)","Font Count","Media Size (Bytes)","Media Count","Other Size (Bytes)","Other Count","Third Party Size (Bytes)","Third Party Count","Core Web Vitals Assessment","CrUX First Contentful Paint Time (ms)","CrUX First Input Delay Time (ms)","CrUX Largest Contentful Paint Time (ms)","CrUX Cumulative Layout Shift","Eliminate Render-Blocking Resources Savings (ms)","Defer Offscreen Images Savings (ms)","Efficiently Encode Images Savings (ms)","Properly Size Images Savings (ms)","Minify CSS Savings (ms)","Minify JavaScript Savings (ms)","Reduce Unused CSS Savings (ms)","Reduce Unused JavaScript Savings (ms)","Serve Images in Next-Gen Formats Savings (ms)","Enable Text Compression Savings (ms)","Preconnect to Required Origins Savings (ms)","Server Response Times (TTFB) (ms)","Multiple Redirects Savings (ms)","Preload Key Requests Savings (ms)","Use Video Format for Animated Images Savings (ms)","Total Image Optimization Savings (ms)","Avoid Serving Legacy JavaScript to Modern Browsers Savings (Bytes)","Image Elements Do Not Have Explicit Width & Height","Avoid Large Layout Shifts"
"https://www.bettersleep.com/blog/meditating-with-adhd/","Success","","59","1543.000","2993.672","3780.000","8073.500","643.500","0.241","393815","2719","52","1163720","119871","1","302779","21","0","0","507826","15","194663","3","0","0","38581","12","548036","30","","","","","","0","0","0","0","0","0","0","2550","0","0","0","169","0","0","0","0","25034","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/sound/","Success","","53","1711.000","2989.223","4605.000","7932.000","648.500","0.234","493141","3317","54","1380070","116587","1","587262","25","0","0","506363","15","131276","2","0","0","38582","11","547202","30","","","","","","0","0","0","600","0","0","0","2550","0","0","0","167","0","0","0","600","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/meditation/","Success","","52","1629.000","2970.837","3780.000","8084.000","994.000","0.250","434076","2996","54","1343944","117822","1","549697","25","0","0","506565","15","131282","2","0","0","38578","11","547250","30","","","","","","0","0","0","300","0","0","0","2540","0","0","0","156","0","0","0","300","25067","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/what-to-know-about-fever-dreams/","Success","","56","1548.000","2829.399","4380.000","7920.000","473.500","0.315","400033","2705","51","1136786","120000","1","277174","20","0","0","506358","15","194673","3","0","0","38581","12","546718","30","","","","","","0","0","0","150","0","0","0","2400","0","0","0","155","0","0","0","150","25069","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/sounds/","Success","","60","1574.000","2743.426","4455.000","7780.000","446.500","0.234","380800","2554","50","1153067","115547","1","360521","21","0","0","507143","15","131274","2","0","0","38582","11","548443","31","","","","","","0","0","0","150","0","0","0","2250","0","0","0","154","0","0","0","150","25019","6 resources found","5 elements found"
"https://www.bettersleep.com/blog/your-guide-to-amazing-cuddles/","Success","","56","1577.000","2869.912","4455.000","7935.000","478.000","0.314","367624","2722","50","1116030","119504","1","257049","19","0","0","506224","15","194675","3","0","0","38578","12","546581","30","","","","","","0","0","0","150","0","0","0","2400","0","0","0","172","0","0","0","150","25019","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/why-do-babies-cry-in-their-sleep/","Success","","23","2641.000","5995.747","5329.000","14079.000","9879.500","0.295","570359","830","54","1151827","119465","1","292108","23","0","0","507008","15","194665","3","0","0","38581","12","547829","31","","","","","","0","240","0","0","0","0","0","390","0","0","0","200","0","0","0","240","25073","5 resources found","5 elements found"
"https://www.bettersleep.com/blog/your-mattress-questions-answered/","Success","","54","1566.000","2912.704","4380.000","7976.500","565.000","0.312","395880","2558","51","1121300","119794","1","262294","20","0","0","505978","15","194655","3","0","0","38579","12","546186","30","","","","","","0","0","0","0","0","0","0","2400","0","0","0","158","0","0","0","0","25068","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/sleep/","Success","","64","1533.000","2650.492","4155.000","7803.500","381.000","0.230","433830","3154","54","1346508","116598","1","553700","25","0","0","506356","15","131272","2","0","0","38582","11","547195","30","","","","","","0","0","0","450","0","0","0","2550","0","0","0","154","0","0","0","450","25069","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/news/","Success","","62","1528.000","2809.426","4230.000","7758.500","419.500","0.230","427461","2856","54","1282125","116735","1","489169","25","0","0","506361","15","131278","2","0","0","38582","11","547200","30","","","","","","0","0","0","300","0","0","0","2400","0","0","0","156","0","0","0","300","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/waking-up-thirsty/","Success","","68","1539.000","2704.153","3930.000","7928.500","277.500","0.237","400476","2682","51","1140031","119385","1","280123","20","0","0","507274","15","194671","3","0","0","38578","12","547631","30","","","","","","0","0","0","0","0","0","0","2550","0","0","0","132","0","0","0","0","25069","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/relaxation/","Success","","60","1563.000","3707.547","4305.000","7760.000","442.000","0.222","467408","3158","54","1462654","117719","1","668063","25","0","0","507008","15","131286","2","0","0","38578","11","547693","30","","","","","","0","0","0","600","0","0","0","2390","0","0","0","168","0","0","0","600","25068","11 resources found","3 elements found"
"https://www.bettersleep.com/blog/how-to-stay-focused-while-studying/","Success","","53","1546.000","3239.670","4380.000","7997.500","575.000","0.321","364487","2517","51","1110430","119672","1","251428","20","0","0","506078","15","194671","3","0","0","38581","12","546899","31","","","","","","0","0","0","0","0","0","0","2400","0","0","0","117","0","0","0","0","25070","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/5-benefits-of-stretching-in-the-morning/","Success","","52","1574.000","2943.160","4605.000","7999.500","685.000","0.244","367860","2697","50","1117022","119801","1","257691","19","0","0","506280","15","194669","3","0","0","38581","12","546640","30","","","","","","0","0","0","150","0","0","0","2400","0","0","0","147","0","0","0","150","25069","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/dream-dive-bears/","Success","","68","1509.000","3522.946","3630.000","7977.500","267.500","0.300","368434","2710","51","1138679","119447","1","278979","20","0","0","507007","15","194665","3","0","0","38581","12","547217","30","","","","","","0","0","0","150","0","0","0","2400","0","0","0","160","0","0","0","150","25068","4 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/41/","Success","","64","1533.000","2829.167","4305.000","7799.000","339.000","0.231","448375","3150","55","1405931","118954","1","610742","26","0","0","506368","15","131286","2","0","0","38581","11","547206","30","","","","","","0","0","0","450","0","0","0","2550","0","0","0","150","0","0","0","450","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/43/","Success","","63","1557.000","3059.136","3480.000","7889.500","525.500","0.246","439024","3168","55","1355187","118929","1","559271","26","0","0","507130","15","131276","2","0","0","38581","11","547818","30","","","","","","0","0","0","450","0","0","0","2550","0","0","0","168","0","0","0","450","25069","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/21/","Success","","60","1571.000","2727.725","4380.000","7878.500","471.500","0.240","430631","3154","55","1345032","118594","1","550226","26","0","0","506352","15","131278","2","0","0","38582","11","547191","30","","","","","","0","0","0","450","0","0","0","2550","0","0","0","154","0","0","0","450","25069","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/31/","Success","","64","1541.000","2710.699","4530.000","7822.000","311.000","0.223","449457","3297","55","1409000","118921","1","613978","26","0","0","506239","15","131280","2","0","0","38582","11","547078","30","","","","","","0","0","0","600","0","0","0","2550","0","0","0","147","0","0","0","600","25022","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/breaking-down-binaural-beats/","Success","","41","1640.000","3512.647","4605.000","8247.000","1253.000","0.347","404459","2558","52","1166437","119973","1","306855","21","0","0","506363","15","194665","3","0","0","38581","12","546723","30","","","","","","0","0","0","150","0","0","0","2250","0","0","0","158","0","0","0","150","25069","5 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/23/","Success","","34","1984.000","5311.736","4315.000","9950.500","4731.500","0.276","420216","2928","55","1308328","118937","1","513669","26","0","0","505864","15","131276","2","0","0","38582","11","546703","30","","","","","","0","0","0","300","0","0","0","2430","0","0","0","198","0","0","0","300","25021","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/11/","Success","","65","1534.000","2767.771","3930.000","7824.500","387.000","0.236","447724","3311","55","1407004","118754","1","613336","26","0","0","505064","15","131268","2","0","0","38582","11","545903","30","","","","","","0","0","0","600","0","0","0","2550","0","0","0","161","0","0","0","600","25068","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/33/","Success","","50","1600.000","3718.633","6167.000","7917.500","518.500","0.224","535640","3730","55","1470649","119146","1","676386","26","0","0","505262","15","131274","2","0","0","38581","11","545950","30","","","","","","0","0","0","900","0","0","0","2420","0","0","0","410","0","0","0","900","25019","11 resources found","3 elements found"
"https://www.bettersleep.com/blog/page/6/","Success","","49","1571.000","3686.966","5962.500","7937.500","578.500","0.222","470935","3480","55","1487422","119132","1","692236","26","0","0","506205","15","131268","2","0","0","38581","11","546893","30","","","","","","0","0","0","600","0","0","0","2550","0","0","0","330","0","0","0","600","25022","11 resources found","3 elements found"
"https://www.bettersleep.com/blog/page/8/","Success","","68","1514.000","2789.442","4080.000","7757.500","271.000","0.232","429433","3117","55","1340855","118666","1","546020","26","0","0","506315","15","131272","2","0","0","38582","11","547154","30","","","","","","0","0","0","450","0","0","0","2550","0","0","0","117","0","0","0","450","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/14/","Success","","61","1519.000","2700.793","4980.000","7768.000","328.000","0.218","471619","3268","55","1489247","118912","1","694117","26","0","0","506365","15","131272","2","0","0","38581","11","547203","30","","","","","","0","0","0","600","0","0","0","2550","0","0","0","118","0","0","0","600","25069","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/36/","Success","","62","1581.000","2756.946","3555.000","7830.000","570.500","0.241","948260","5550","55","1856813","118962","1","1059927","26","0","0","508070","15","131272","2","0","0","38582","11","548759","30","","","","","","0","0","0","3000","0","0","0","2400","0","0","0","150","0","0","0","3000","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/24/","Success","","64","1566.000","2825.437","4530.000","7775.000","323.500","0.223","417785","3003","55","1299946","118949","1","504778","26","0","0","506357","15","131280","2","0","0","38582","11","547196","30","","","","","","0","0","0","450","0","0","0","2400","0","0","0","153","0","0","0","450","25069","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/16/","Success","","66","1539.000","2797.210","4680.000","7652.000","231.500","0.220","455199","3008","55","1431511","118722","1","636545","26","0","0","506366","15","131296","2","0","0","38582","11","547205","30","","","","","","0","0","0","600","0","0","0","2250","0","0","0","158","0","0","0","600","25071","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/38/","Success","","27","2254.000","5655.660","4992.000","11476.000","7280.000","0.295","423532","1374","55","1320323","118977","1","525274","26","0","0","506210","15","131280","2","0","0","38582","11","547049","30","","","","","","0","0","0","450","0","0","0","750","0","0","0","174","0","0","0","450","25019","11 resources found","5 elements found"
"https://www.bettersleep.com/blog/page/26/","Success","","25","2370.000","8439.013","4556.000","14675.500","9839.500","0.293","616241","1612","55","1273843","118936","1","477231","26","0","0","507814","15","131280","2","0","0","38582","11","548653","30","","","","","","0","290","0","290","0","0","0","780","0","0","0","252","0","0","0","580","25034","11 resources found","5 elements found"
