"Search Console - Clicks Above 0"
"Address","Status Code","Title 1","Indexability","Indexability Status","Clicks","Impressions","CTR","Position"
"https://clubs.scholastic.com/home","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","19","1325","0.0143","1.28"
"https://clubs.scholastic.com/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","155287","890428","0.1744","7.49"
"https://clubs.scholastic.com/switch-role","200","Scholastic Book Clubs","Indexable","","7","3980","0.0018","2.25"
"https://clubs.scholastic.com/readingclub/profile","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","1","2045","5.0E-4","6.46"
"https://clubs.scholastic.com/all-flyers/","302","","Non-Indexable","Redirected","1","429","0.0023","3.25"
