"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://my.clevelandclinic.org/health/articles/14297-nightmares-in-children","text/html; charset=utf-8","200","OK","5","2"
"https://www.sciencedirect.com/science/article/pii/S1550830719305488?","text/html; charset=utf-8","200","OK","5","2"
"https://www.helpguide.org/articles/mental-health/mood-boosting-power-of-dogs.htm","text/html; charset=UTF-8","200","OK","5","2"
"https://www.ncbi.nlm.nih.gov/pubmed/18985458","text/html; charset=iso-8859-1","302","Found","5","3"
"https://www.sciencedirect.com/science/article/abs/pii/S155083071000282X","text/html; charset=utf-8","200","OK","5","2"
"https://www.nature.com/articles/s41598-018-32402-5","text/html","303","See Other","5","6"
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1361002/","text/html; charset=iso-8859-1","302","Found","5","2"
"https://www.tmjsleepapnea.com/blog/why-do-i-snore-when-i-drink-alcohol/","text/html; charset=UTF-8","200","OK","5","2"
"https://ontario.cmha.ca/documents/the-relationship-between-mental-health-mental-illness-and-chronic-physical-conditions/","text/html; charset=UTF-8","200","OK","5","2"
"https://www.psychologytoday.com/us/blog/the-power-rest/201607/noise-anxiety","text/html; charset=iso-8859-1","403","Forbidden","5","2"
"https://www.sciencedirect.com/science/article/abs/pii/S1297956200900305","text/html; charset=utf-8","200","OK","5","2"
"https://www.instagram.com/bettersleep_fr/","text/html; charset=utf-8","302","Found","3","18"
"https://www.youtube.com/embed/UyqzvNLuHAc?autoplay=1&mute=1&enablejsapi=1","text/html; charset=utf-8","200","OK","5","0"
"https://www.gaia.com/article/how-fasting-can-increase-your-awareness","text/html; charset=UTF-8","200","OK","5","2"
"https://my.clevelandclinic.org/health/diseases/12792-sciatica?_gl=1*1265kua*_ga*NDA0OTA3NDQuMTY0NDM2NDk5Mw..*_ga_HWJ092SPKP*MTY0NzYyNTEwOC4yMS4xLjE2NDc2MjU2MTUuMA..&_ga=2.40749094.526618833.1647546742-40490744.1644364993","text/html; charset=utf-8","200","OK","5","2"
"https://rightasrain.uwmedicine.org/body/rest/sun-tired-tips","text/html; charset=UTF-8","200","OK","5","2"
"https://www.washingtonpost.com/lifestyle/wellness/toxic-positivity-mental-health-covid/2020/08/19/5dff8d16-e0c8-11ea-8181-606e603bb1c4_story.html","text/html; charset=utf-8","200","OK","5","2"
"https://greatergood.berkeley.edu/article/item/how_gratitude_changes_you_and_your_brain","text/html; charset=UTF-8","200","OK","5","2"
"https://neuro.hms.harvard.edu/harvard-mahoney-neuroscience-institute/brain-newsletter/and-brain-series/holiday-stress-and-brain","text/html; charset=UTF-8","301","Moved Permanently","5","2"
"https://journals.lww.com/joem/Abstract/2010/01000/The_Cost_of_Poor_Sleep__Workplace_Productivity.13.aspx","text/html; charset=utf-8","200","OK","5","2"
"https://www.nami.org/Press-Media/Press-Releases/2014/Mental-health-and-the-holiday-blues","text/html; charset=utf-8","200","OK","5","2"
"https://www.ncbi.nlm.nih.gov/pubmed/24812543/","text/html; charset=iso-8859-1","302","Found","5","2"
"https://psycnet.apa.org/record/2011-07457-001","text/html; charset=UTF-8","200","OK","5","2"
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4428073/","text/html; charset=iso-8859-1","302","Found","4","4"
"https://www.sciencedaily.com/releases/2015/02/150210141734.htm","text/html","200","OK","5","4"
"https://twitter.com/BetterSleepJP","text/html; charset=utf-8","200","OK","3","2"
"https://www.mentalhealth.org.uk/a-to-z/a/alcohol-and-mental-health","text/html; charset=utf-8","200","OK","5","2"
"https://www.health.harvard.edu/blog/mindfulness-meditation-helps-fight-insomnia-improves-sleep-201502187726","text/html; charset=UTF-8","200","OK","5","4"
"http://www.mintdentalgroup.com/blog/do-snoring-mouth-guards-work/","text/html; charset=UTF-8","200","OK","5","2"
"https://pubmed.ncbi.nlm.nih.gov/17846259/","text/html; charset=iso-8859-1","302","Found","5","2"
"https://www.sciencedirect.com/science/article/abs/pii/S0022519312001798","text/html; charset=utf-8","200","OK","5","3"
"https://www.cdc.gov/sleep/about_sleep/key_disorders.html","text/html","200","OK","4","2"
"https://www.aspca.org/news/can-pets-suffer-anxiety","text/html; charset=utf-8","200","OK","5","4"
"https://www.aap.org/en-us/about-the-aap/aap-press-room/pages/Can-Infant-Sleep-Machines-Be-Hazardous-to-Babies'-Ears.aspx","text/html; charset=UTF-8","301","Moved Permanently","5","2"
"https://www.healthline.com/health/healthy-sleep/how-to-lucid-dream","text/html; charset=utf-8","200","OK","5","2"
"https://www.sciencedirect.com/science/article/pii/S2213398421000920","text/html; charset=utf-8","200","OK","5","2"
"https://www.almanac.com/full-moon-december","text/html; charset=UTF-8","200","OK","5","2"
"https://www.mindful.org/how-to-meditate/","text/html; charset=UTF-8","200","OK","5","2"
"https://www.ncbi.nlm.nih.gov/pubmed/11863237","text/html; charset=iso-8859-1","302","Found","5","2"
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4403871/","text/html; charset=iso-8859-1","302","Found","4","2"
"https://newsinhealth.nih.gov/2018/02/power-pets","text/html; charset=utf-8","200","OK","5","2"
"https://www.sciencedirect.com/science/article/abs/pii/S1087079220301283","text/html; charset=utf-8","200","OK","5","2"
"https://academic.oup.com/sleep/article/32/11/1449/2454347","text/html","403","Forbidden","5","2"
"https://www.condair.com/humidity-health-wellbeing/scientific-studies/low-ambient-humidity-impairs-barrier-function-and-innate-resistance-against-influenza-infection","text/html; charset=utf-8","200","OK","5","2"
"https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Understanding-Sleep","text/html; charset=utf-8","200","OK","5","2"
"https://www.health.harvard.edu/diseases-and-conditions/tinnitus-ringing-in-the-ears-and-what-to-do-about-it","text/html; charset=UTF-8","200","OK","5","6"
"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3198755/","text/html; charset=iso-8859-1","302","Found","5","2"
"https://www.apa.org/monitor/2020/04/nurtured-nature","text/html; charset=utf-8","200","OK","5","2"
"https://www.homedepot.com/c/ai/how-to-clean-a-mattress/9ba683603be9fa5395fab9008f07cba","text/html; charset=utf-8","200","OK","4","2"
"https://www.youtube.com/watch?v=_Vp_IK-oD6M","text/html; charset=utf-8","200","OK","5","2"
