mid,title,type
/g/11f01kbqs7,HyperGrid Inc,Company
/g/11fq_y9djc,SAP Activate: Project Management for SAP S/4HANA,Topic
/g/11g_ybd6pt,Exam Ref AZ-900 Microsoft Azure Fundamentals,Topic
/m/02y_9m3,Cloud computing,Topic
/m/0j241mt,Genesys,Software company
